id,date,tweet
1419088116086972424,2021-07-25 00:12:26+00:00,My model husband as Spiderman Noir... he always kills this cosplay...I love this too much 😍😍😍 #Blerdcon #Blerdcon2021 #ChocolateCity #Cosplay #SpidermanNoir #BlackCosplayer @ Blerdcon instagram.com/p/CRusaxvh3h_O…
1419082817171042308,2021-07-24 23:51:23+00:00,Spider Gwen with spider baby... the love of my life 😍😍😍😍 #Blerdcon #Blerdcon2021 #ChocolateCity #Cosplay #SpiderGwen #BlackCosplayer #SpiderBaby @ Blerdcon instagram.com/p/CRuqAe7Bj1Ml…
1419069106343526401,2021-07-24 22:56:54+00:00,Blerdcon with the PR move savior but let's not act like y'all wasn't rooting for the Asian cosplayer to get first over the black woman. But thats just me observing #Blerdcon #Blerdcon2021 https://t.co/8a7e9KOWBt
1419001822635728896,2021-07-24 18:29:32+00:00,Spider Gwen got them Meg The Stallion knees that day lol  #Blerdcon #Blerdcon2021 #ChocolateCity #Cosplay #SpiderGwen #BlackCosplayer @ Blerdcon instagram.com/p/CRuFLRChsU1L…
1418973308440227841,2021-07-24 16:36:14+00:00,"Dhalsim vs Sagat @blerdconDC 
.
.
Dhalsim @wendellwpii 
Sagat @spiceyramenpodcast
🎥 by @jayhayes007 
.
.
#BLACKCOSPLAYERS #STREETFIGHTER #DHALSIM #SAGAT #DRAW #BLERDCON #BLERDCON2021 #COSPLAY https://t.co/9zWsNfxGO7"
1418908784693583877,2021-07-24 12:19:50+00:00,My client said she sold out at #blerDCon2021 https://t.co/Nf9StB4sr5
1418903332631031811,2021-07-24 11:58:11+00:00,Some photos from the photo shoot I did with @dyronius These are so amazing... there's way more to come folks #Blerdcon #Blerdcon2021 #ChocolateCity #Cosplay #BlackCosplayer #BlerdconMascots instagram.com/p/CRtYY1-BRs4x…
1418900683772809216,2021-07-24 11:47:39+00:00,As long as we is always me and you... I'm always good 😍😍😍 #TheFultons #Blerdcon #Blerdcon2021 #ChocolateCity #Cosplay #CosplayCouple @ Blerdcon instagram.com/p/CRtXL16h6zTt…
1418762073945743364,2021-07-24 02:36:52+00:00,"🦔💕 Well we met #sonic today, now to meet @VOColleen the voice of #tails in #SonicTheHedgehog @ Puchicon.com 8/28-8/29    #AtlanticCity #NJ#gaming #gamingconvention #animecon #animeconvention #blerdcon #blerdcon2021 #puchicon #cosplay #njgamers #njcosplayer #gamer https://t.co/AoeoCkFB8K"
1418719209719308289,2021-07-23 23:46:32+00:00,"A week ago I was with Blerds....i miss people.
#blerDCon2021 https://t.co/cocA8Ylo47"
1418718366257274880,2021-07-23 23:43:11+00:00,"@BLWMWPod first live show on twitch! come thru and hang as we review Blerdcon2021 and whatever else we feel like doing! 

twitch.tv/MrOkami_7"
1418701170672082945,2021-07-23 22:34:51+00:00,#blerdcon #blerdcon2021 https://t.co/4wB4BSNQRB
1418684430454071298,2021-07-23 21:28:20+00:00,A F T E R P A R T Y -  L O V E #blerDCon2021 https://t.co/EjYCKHFUZl
1418657617258455040,2021-07-23 19:41:47+00:00,Can y'all send me your best #blerDCon2021 memes? I'm doing a thing.
1418649004401905669,2021-07-23 19:07:34+00:00,"More pics from @blerdconDC
#blerdcon #blerdcon2021 #blackcosplayer #blackcosplay https://t.co/Lcozc4X5zP"
1418643935770075140,2021-07-23 18:47:26+00:00,"You Can Run But You’ll Only Die Tired.
.
📸 @inthelongrundesigns 
.
#mandalorian #mandaloriancosplay #themandalorian  #mandalore #bountyhunters #starwars #starwarscosplay #cosplay  #thisistheway #blerdcon2021 #blerdcon #blackcosplayer #blackcosplayerhere #cosplayingwhileblack https://t.co/eHVijlwhVT"
1418640497652940803,2021-07-23 18:33:46+00:00,#blerDCon2021 #blerd #Blerdcon https://t.co/lY1POFdt0R
1418640369240219652,2021-07-23 18:33:15+00:00,#blerDCon2021 #blerd #Blerdcon https://t.co/FjlT7B89OW
1418640250713350150,2021-07-23 18:32:47+00:00,#blerDCon2021 #blerd #Blerdcon https://t.co/03aPO74fkA
1418640116709478404,2021-07-23 18:32:15+00:00,#blerDCon2021 #Blerdcon #blerd https://t.co/VHVjAy9B7B
